instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Day_type,year,season_label,weather_label
996,2011-02-14,1,0,2,3.0,0,1,1,1,0.34,0.3182,0.46,0.2239,1,1,2,Hari Kerja,2011,Spring,Baik
997,2011-02-14,1,0,2,4.0,0,1,1,1,0.32,0.303,0.53,0.2836,0,2,2,Hari Kerja,2011,Spring,Baik
998,2011-02-14,1,0,2,5.0,0,1,1,1,0.32,0.303,0.53,0.2836,0,3,3,Hari Kerja,2011,Spring,Baik
999,2011-02-14,1,0,2,6.0,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,26,Hari Kerja,2011,Spring,Baik
1000,2011-02-14,1,0,2,7.0,0,1,1,1,0.34,0.303,0.46,0.2985,2,96,98,Hari Kerja,2011,Spring,Baik
1001,2011-02-14,1,0,2,8.0,0,1,1,1,0.38,0.3939,0.4,0.4627,7,249,256,Hari Kerja,2011,Spring,Baik
1002,2011-02-14,1,0,2,9.0,0,1,1,1,0.4,0.4091,0.37,0.3881,8,122,130,Hari Kerja,2011,Spring,Baik
1003,2011-02-14,1,0,2,10.0,0,1,1,1,0.44,0.4394,0.33,0.2239,9,46,55,Hari Kerja,2011,Spring,Baik
1004,2011-02-14,1,0,2,11.0,0,1,1,1,0.52,0.5,0.23,0.2537,10,43,53,Hari Kerja,2011,Spring,Baik
1005,2011-02-14,1,0,2,12.0,0,1,1,1,0.56,0.5303,0.22,0.4478,27,99,126,Hari Kerja,2011,Spring,Baik
1006,2011-02-14,1,0,2,13.0,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,120,Hari Kerja,2011,Spring,Baik
1007,2011-02-14,1,0,2,14.0,0,1,1,1,0.6,0.5909,0.15,0.4925,14,76,90,Hari Kerja,2011,Spring,Baik
1008,2011-02-14,1,0,2,15.0,0,1,1,1,0.56,0.5303,0.21,0.6567,19,71,90,Hari Kerja,2011,Spring,Baik
1009,2011-02-14,1,0,2,16.0,0,1,1,1,0.52,0.5,0.27,0.4627,16,102,118,Hari Kerja,2011,Spring,Baik
1010,2011-02-14,1,0,2,17.0,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243,Hari Kerja,2011,Spring,Baik
1011,2011-02-14,1,0,2,18.0,0,1,1,1,0.4,0.4091,0.4,0.6119,11,194,205,Hari Kerja,2011,Spring,Baik
1012,2011-02-14,1,0,2,19.0,0,1,1,1,0.38,0.3939,0.43,0.4925,12,86,98,Hari Kerja,2011,Spring,Baik
1013,2011-02-14,1,0,2,20.0,0,1,1,1,0.36,0.3182,0.46,0.4627,5,65,70,Hari Kerja,2011,Spring,Baik
1014,2011-02-14,1,0,2,21.0,0,1,1,1,0.36,0.3182,0.5,0.5224,8,35,43,Hari Kerja,2011,Spring,Baik
1015,2011-02-14,1,0,2,22.0,0,1,1,1,0.34,0.2879,0.46,0.6567,1,44,45,Hari Kerja,2011,Spring,Baik
1016,2011-02-14,1,0,2,23.0,0,1,1,1,0.32,0.2879,0.49,0.4925,1,19,20,Hari Kerja,2011,Spring,Baik
1017,2011-02-15,1,0,2,0.0,0,2,1,1,0.3,0.2727,0.49,0.4179,7,12,19,Hari Kerja,2011,Spring,Baik
1018,2011-02-15,1,0,2,1.0,0,2,1,1,0.3,0.2424,0.42,0.7761,0,5,5,Hari Kerja,2011,Spring,Baik
1019,2011-02-15,1,0,2,2.0,0,2,1,1,0.28,0.2273,0.41,0.6866,1,2,3,Hari Kerja,2011,Spring,Baik
1020,2011-02-15,1,0,2,4.0,0,2,1,1,0.22,0.1818,0.37,0.5224,0,1,1,Hari Kerja,2011,Spring,Baik
1021,2011-02-15,1,0,2,5.0,0,2,1,1,0.22,0.1818,0.32,0.4627,0,4,4,Hari Kerja,2011,Spring,Baik
1022,2011-02-15,1,0,2,6.0,0,2,1,1,0.2,0.1818,0.32,0.3284,0,30,30,Hari Kerja,2011,Spring,Baik
1023,2011-02-15,1,0,2,7.0,0,2,1,1,0.2,0.1818,0.32,0.3582,2,103,105,Hari Kerja,2011,Spring,Baik
1024,2011-02-15,1,0,2,8.0,0,2,1,1,0.2,0.1818,0.32,0.3582,10,213,223,Hari Kerja,2011,Spring,Baik
1025,2011-02-15,1,0,2,9.0,0,2,1,1,0.22,0.197,0.29,0.4478,2,108,110,Hari Kerja,2011,Spring,Baik
1026,2011-02-15,1,0,2,10.0,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52,Hari Kerja,2011,Spring,Baik
1027,2011-02-15,1,0,2,11.0,0,2,1,1,0.26,0.2424,0.25,0.2537,11,46,57,Hari Kerja,2011,Spring,Baik
1028,2011-02-15,1,0,2,12.0,0,2,1,1,0.28,0.2727,0.24,0.2537,6,65,71,Hari Kerja,2011,Spring,Baik
1029,2011-02-15,1,0,2,13.0,0,2,1,1,0.32,0.303,0.21,0.2239,14,68,82,Hari Kerja,2011,Spring,Baik
1030,2011-02-15,1,0,2,14.0,0,2,1,1,0.34,0.3182,0.19,0.2239,10,69,79,Hari Kerja,2011,Spring,Baik
1031,2011-02-15,1,0,2,15.0,0,2,1,1,0.34,0.3333,0.19,0.1642,11,74,85,Hari Kerja,2011,Spring,Baik
1032,2011-02-15,1,0,2,16.0,0,2,1,1,0.34,0.3182,0.19,0.2537,21,77,98,Hari Kerja,2011,Spring,Baik
1033,2011-02-15,1,0,2,17.0,0,2,1,1,0.32,0.303,0.22,0.2239,15,191,206,Hari Kerja,2011,Spring,Baik
1034,2011-02-15,1,0,2,18.0,0,2,1,1,0.3,0.303,0.22,0.1343,14,198,212,Hari Kerja,2011,Spring,Baik
1035,2011-02-15,1,0,2,19.0,0,2,1,1,0.28,0.2879,0.26,0.1343,3,142,145,Hari Kerja,2011,Spring,Baik
1036,2011-02-15,1,0,2,20.0,0,2,1,1,0.26,0.2727,0.33,0.1045,3,98,101,Hari Kerja,2011,Spring,Baik
1037,2011-02-15,1,0,2,21.0,0,2,1,1,0.24,0.2879,0.52,0.0,5,61,66,Hari Kerja,2011,Spring,Baik
1038,2011-02-15,1,0,2,22.0,0,2,1,1,0.24,0.2879,0.44,0.0,0,41,41,Hari Kerja,2011,Spring,Baik
1039,2011-02-15,1,0,2,23.0,0,2,1,2,0.22,0.2576,0.44,0.0896,0,20,20,Hari Kerja,2011,Spring,Sedang
1040,2011-02-16,1,0,2,0.0,0,3,1,1,0.22,0.2576,0.41,0.0896,0,15,15,Hari Kerja,2011,Spring,Baik
1041,2011-02-16,1,0,2,1.0,0,3,1,1,0.2,0.2273,0.44,0.0896,0,9,9,Hari Kerja,2011,Spring,Baik
1042,2011-02-16,1,0,2,3.0,0,3,1,2,0.2,0.197,0.47,0.194,0,1,1,Hari Kerja,2011,Spring,Sedang
1043,2011-02-16,1,0,2,4.0,0,3,1,1,0.2,0.197,0.51,0.194,0,1,1,Hari Kerja,2011,Spring,Baik
1044,2011-02-16,1,0,2,5.0,0,3,1,1,0.2,0.197,0.47,0.194,0,5,5,Hari Kerja,2011,Spring,Baik
1045,2011-02-16,1,0,2,6.0,0,3,1,1,0.2,0.197,0.55,0.2239,1,32,33,Hari Kerja,2011,Spring,Baik
1046,2011-02-16,1,0,2,7.0,0,3,1,2,0.2,0.197,0.55,0.2239,5,103,108,Hari Kerja,2011,Spring,Sedang
1047,2011-02-16,1,0,2,8.0,0,3,1,2,0.22,0.2273,0.55,0.1642,6,224,230,Hari Kerja,2011,Spring,Sedang
1048,2011-02-16,1,0,2,9.0,0,3,1,1,0.24,0.2121,0.52,0.2836,2,122,124,Hari Kerja,2011,Spring,Baik
1049,2011-02-16,1,0,2,10.0,0,3,1,1,0.26,0.2273,0.41,0.3881,14,55,69,Hari Kerja,2011,Spring,Baik
1050,2011-02-16,1,0,2,11.0,0,3,1,1,0.34,0.303,0.34,0.2985,7,59,66,Hari Kerja,2011,Spring,Baik
1051,2011-02-16,1,0,2,12.0,0,3,1,1,0.38,0.3939,0.32,0.3284,14,72,86,Hari Kerja,2011,Spring,Baik
1052,2011-02-16,1,0,2,13.0,0,3,1,1,0.42,0.4242,0.3,0.3582,13,80,93,Hari Kerja,2011,Spring,Baik
1053,2011-02-16,1,0,2,14.0,0,3,1,1,0.46,0.4545,0.28,0.4179,17,65,82,Hari Kerja,2011,Spring,Baik
1054,2011-02-16,1,0,2,15.0,0,3,1,1,0.46,0.4545,0.28,0.4179,35,82,117,Hari Kerja,2011,Spring,Baik
1055,2011-02-16,1,0,2,16.0,0,3,1,1,0.46,0.4545,0.31,0.3881,26,96,122,Hari Kerja,2011,Spring,Baik
1056,2011-02-16,1,0,2,17.0,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,255,Hari Kerja,2011,Spring,Baik
1057,2011-02-16,1,0,2,18.0,0,3,1,1,0.4,0.4091,0.4,0.2239,20,202,222,Hari Kerja,2011,Spring,Baik
1058,2011-02-16,1,0,2,19.0,0,3,1,1,0.34,0.3182,0.53,0.2239,18,143,161,Hari Kerja,2011,Spring,Baik
1059,2011-02-16,1,0,2,20.0,0,3,1,1,0.38,0.3939,0.43,0.194,10,108,118,Hari Kerja,2011,Spring,Baik
1060,2011-02-16,1,0,2,21.0,0,3,1,1,0.36,0.3485,0.46,0.194,5,87,92,Hari Kerja,2011,Spring,Baik
1061,2011-02-16,1,0,2,22.0,0,3,1,1,0.34,0.3333,0.53,0.194,12,61,73,Hari Kerja,2011,Spring,Baik
1062,2011-02-16,1,0,2,23.0,0,3,1,1,0.38,0.3939,0.4,0.2239,2,31,33,Hari Kerja,2011,Spring,Baik
1063,2011-02-17,1,0,2,0.0,0,4,1,1,0.34,0.3333,0.53,0.194,1,16,17,Hari Kerja,2011,Spring,Baik
1064,2011-02-17,1,0,2,1.0,0,4,1,1,0.34,0.3182,0.53,0.2239,0,6,6,Hari Kerja,2011,Spring,Baik
1065,2011-02-17,1,0,2,2.0,0,4,1,2,0.34,0.3182,0.53,0.2239,2,4,6,Hari Kerja,2011,Spring,Sedang
1066,2011-02-17,1,0,2,3.0,0,4,1,1,0.34,0.3333,0.53,0.194,3,1,4,Hari Kerja,2011,Spring,Baik
1067,2011-02-17,1,0,2,4.0,0,4,1,1,0.32,0.3182,0.57,0.194,3,1,4,Hari Kerja,2011,Spring,Baik
1068,2011-02-17,1,0,2,5.0,0,4,1,1,0.32,0.3333,0.66,0.0896,1,11,12,Hari Kerja,2011,Spring,Baik
1069,2011-02-17,1,0,2,6.0,0,4,1,1,0.3,0.303,0.7,0.1343,3,44,47,Hari Kerja,2011,Spring,Baik
1070,2011-02-17,1,0,2,7.0,0,4,1,1,0.32,0.3333,0.57,0.1045,7,119,126,Hari Kerja,2011,Spring,Baik
1071,2011-02-17,1,0,2,8.0,0,4,1,1,0.32,0.3333,0.57,0.0896,18,267,285,Hari Kerja,2011,Spring,Baik
1072,2011-02-17,1,0,2,9.0,0,4,1,1,0.36,0.3485,0.57,0.194,16,163,179,Hari Kerja,2011,Spring,Baik
1073,2011-02-17,1,0,2,10.0,0,4,1,1,0.38,0.3939,0.54,0.194,18,70,88,Hari Kerja,2011,Spring,Baik
1074,2011-02-17,1,0,2,11.0,0,4,1,2,0.44,0.4394,0.44,0.2537,19,71,90,Hari Kerja,2011,Spring,Sedang
1075,2011-02-17,1,0,2,12.0,0,4,1,1,0.48,0.4697,0.41,0.2239,15,86,101,Hari Kerja,2011,Spring,Baik
1076,2011-02-17,1,0,2,13.0,0,4,1,1,0.54,0.5152,0.34,0.2239,15,108,123,Hari Kerja,2011,Spring,Baik
1077,2011-02-17,1,0,2,14.0,0,4,1,1,0.6,0.6212,0.31,0.2239,26,55,81,Hari Kerja,2011,Spring,Baik
1078,2011-02-17,1,0,2,15.0,0,4,1,1,0.6,0.6061,0.28,0.2537,15,91,106,Hari Kerja,2011,Spring,Baik
1079,2011-02-17,1,0,2,16.0,0,4,1,2,0.56,0.5303,0.35,0.2985,29,117,146,Hari Kerja,2011,Spring,Sedang
1080,2011-02-17,1,0,2,17.0,0,4,1,2,0.58,0.5455,0.32,0.2985,18,256,274,Hari Kerja,2011,Spring,Sedang
1081,2011-02-17,1,0,2,18.0,0,4,1,2,0.54,0.5152,0.42,0.2836,11,211,222,Hari Kerja,2011,Spring,Sedang
1082,2011-02-17,1,0,2,19.0,0,4,1,1,0.48,0.4697,0.55,0.3284,14,161,175,Hari Kerja,2011,Spring,Baik
1083,2011-02-17,1,0,2,20.0,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139,Hari Kerja,2011,Spring,Baik
1084,2011-02-17,1,0,2,21.0,0,4,1,1,0.52,0.5,0.55,0.3881,5,119,124,Hari Kerja,2011,Spring,Baik
1085,2011-02-17,1,0,2,22.0,0,4,1,1,0.5,0.4848,0.59,0.2836,8,68,76,Hari Kerja,2011,Spring,Baik
1086,2011-02-17,1,0,2,23.0,0,4,1,1,0.46,0.4545,0.67,0.2985,4,40,44,Hari Kerja,2011,Spring,Baik
1087,2011-02-18,1,0,2,0.0,0,5,1,1,0.44,0.4394,0.72,0.2836,12,20,32,Hari Kerja,2011,Spring,Baik
1088,2011-02-18,1,0,2,1.0,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8,Hari Kerja,2011,Spring,Baik
1089,2011-02-18,1,0,2,2.0,0,5,1,1,0.44,0.4394,0.72,0.2836,2,5,7,Hari Kerja,2011,Spring,Baik
1090,2011-02-18,1,0,2,3.0,0,5,1,1,0.46,0.4545,0.67,0.2537,2,6,8,Hari Kerja,2011,Spring,Baik
1091,2011-02-18,1,0,2,4.0,0,5,1,1,0.46,0.4545,0.67,0.2537,0,1,1,Hari Kerja,2011,Spring,Baik
1092,2011-02-18,1,0,2,5.0,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7,Hari Kerja,2011,Spring,Sedang
1093,2011-02-18,1,0,2,6.0,0,5,1,2,0.44,0.4394,0.72,0.1642,2,48,50,Hari Kerja,2011,Spring,Sedang
1094,2011-02-18,1,0,2,7.0,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116,Hari Kerja,2011,Spring,Sedang
1095,2011-02-18,1,0,2,8.0,0,5,1,2,0.42,0.4242,0.77,0.194,26,246,272,Hari Kerja,2011,Spring,Sedang
1096,2011-02-18,1,0,2,9.0,0,5,1,2,0.42,0.4242,0.77,0.194,15,154,169,Hari Kerja,2011,Spring,Sedang
1097,2011-02-18,1,0,2,10.0,0,5,1,2,0.44,0.4394,0.72,0.2239,17,78,95,Hari Kerja,2011,Spring,Sedang
1098,2011-02-18,1,0,2,11.0,0,5,1,1,0.44,0.4394,0.72,0.1642,31,82,113,Hari Kerja,2011,Spring,Baik
1099,2011-02-18,1,0,2,12.0,0,5,1,1,0.5,0.4848,0.59,0.194,59,126,185,Hari Kerja,2011,Spring,Baik
1100,2011-02-18,1,0,2,13.0,0,5,1,1,0.6,0.6212,0.43,0.194,45,131,176,Hari Kerja,2011,Spring,Baik
1101,2011-02-18,1,0,2,14.0,0,5,1,1,0.66,0.6212,0.36,0.2985,73,118,191,Hari Kerja,2011,Spring,Baik
1102,2011-02-18,1,0,2,15.0,0,5,1,1,0.66,0.6212,0.36,0.3284,55,117,172,Hari Kerja,2011,Spring,Baik
1103,2011-02-18,1,0,2,16.0,0,5,1,1,0.66,0.6212,0.36,0.2836,68,164,232,Hari Kerja,2011,Spring,Baik
1104,2011-02-18,1,0,2,17.0,0,5,1,1,0.66,0.6212,0.34,0.3582,52,275,327,Hari Kerja,2011,Spring,Baik
1105,2011-02-18,1,0,2,18.0,0,5,1,1,0.64,0.6212,0.33,0.3284,29,195,224,Hari Kerja,2011,Spring,Baik
1106,2011-02-18,1,0,2,19.0,0,5,1,1,0.62,0.6212,0.29,0.5821,16,146,162,Hari Kerja,2011,Spring,Baik
1107,2011-02-18,1,0,2,20.0,0,5,1,1,0.6,0.6212,0.31,0.194,19,105,124,Hari Kerja,2011,Spring,Baik
1108,2011-02-18,1,0,2,21.0,0,5,1,1,0.58,0.5455,0.21,0.4925,11,61,72,Hari Kerja,2011,Spring,Baik
1109,2011-02-18,1,0,2,22.0,0,5,1,1,0.54,0.5152,0.1,0.2537,19,88,107,Hari Kerja,2011,Spring,Baik
1110,2011-02-18,1,0,2,23.0,0,5,1,1,0.52,0.5,0.08,0.2836,16,61,77,Hari Kerja,2011,Spring,Baik
1111,2011-02-19,1,0,2,0.0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29,Hari Libur,2011,Spring,Baik
1112,2011-02-19,1,0,2,1.0,0,6,0,1,0.46,0.4545,0.14,0.4179,10,21,31,Hari Libur,2011,Spring,Baik
1113,2011-02-19,1,0,2,2.0,0,6,0,1,0.44,0.4394,0.13,0.3881,3,14,17,Hari Libur,2011,Spring,Baik
1114,2011-02-19,1,0,2,3.0,0,6,0,1,0.42,0.4242,0.14,0.2985,0,7,7,Hari Libur,2011,Spring,Baik
1115,2011-02-19,1,0,2,4.0,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,Hari Libur,2011,Spring,Baik
1116,2011-02-19,1,0,2,5.0,0,6,0,1,0.4,0.4091,0.15,0.3284,0,3,3,Hari Libur,2011,Spring,Baik
1117,2011-02-19,1,0,2,6.0,0,6,0,1,0.4,0.4091,0.17,0.4179,3,3,6,Hari Libur,2011,Spring,Baik
1118,2011-02-19,1,0,2,7.0,0,6,0,1,0.38,0.3939,0.17,0.5224,6,16,22,Hari Libur,2011,Spring,Baik
1119,2011-02-19,1,0,2,8.0,0,6,0,1,0.38,0.3939,0.17,0.5821,9,36,45,Hari Libur,2011,Spring,Baik
1120,2011-02-19,1,0,2,9.0,0,6,0,1,0.4,0.4091,0.16,0.6567,18,37,55,Hari Libur,2011,Spring,Baik
1121,2011-02-19,1,0,2,10.0,0,6,0,1,0.42,0.4242,0.16,0.5821,34,72,106,Hari Libur,2011,Spring,Baik
1122,2011-02-19,1,0,2,11.0,0,6,0,1,0.44,0.4394,0.16,0.5821,47,76,123,Hari Libur,2011,Spring,Baik
1123,2011-02-19,1,0,2,12.0,0,6,0,1,0.44,0.4394,0.18,0.4925,38,81,119,Hari Libur,2011,Spring,Baik
1124,2011-02-19,1,0,2,13.0,0,6,0,1,0.44,0.4394,0.16,0.6119,52,103,155,Hari Libur,2011,Spring,Baik
1125,2011-02-19,1,0,2,14.0,0,6,0,1,0.46,0.4545,0.15,0.6567,102,94,196,Hari Libur,2011,Spring,Baik
1126,2011-02-19,1,0,2,15.0,0,6,0,1,0.44,0.4394,0.16,0.7463,84,87,171,Hari Libur,2011,Spring,Baik
1127,2011-02-19,1,0,2,16.0,0,6,0,1,0.44,0.4394,0.16,0.6418,39,81,120,Hari Libur,2011,Spring,Baik
1128,2011-02-19,1,0,2,17.0,0,6,0,1,0.42,0.4242,0.19,0.6119,36,91,127,Hari Libur,2011,Spring,Baik
1129,2011-02-19,1,0,2,18.0,0,6,0,1,0.36,0.3182,0.25,0.4478,21,67,88,Hari Libur,2011,Spring,Baik
1130,2011-02-19,1,0,2,19.0,0,6,0,1,0.34,0.303,0.29,0.3582,5,54,59,Hari Libur,2011,Spring,Baik
1131,2011-02-19,1,0,2,20.0,0,6,0,1,0.32,0.2879,0.28,0.5224,9,38,47,Hari Libur,2011,Spring,Baik
1132,2011-02-19,1,0,2,21.0,0,6,0,1,0.32,0.2727,0.26,0.5522,4,29,33,Hari Libur,2011,Spring,Baik
1133,2011-02-19,1,0,2,22.0,0,6,0,1,0.3,0.2576,0.28,0.4925,2,42,44,Hari Libur,2011,Spring,Baik
1134,2011-02-19,1,0,2,23.0,0,6,0,1,0.28,0.2424,0.33,0.4478,4,25,29,Hari Libur,2011,Spring,Baik
1135,2011-02-20,1,0,2,0.0,0,0,0,1,0.26,0.2121,0.35,0.4478,3,14,17,Hari Libur,2011,Spring,Baik
1136,2011-02-20,1,0,2,1.0,0,0,0,1,0.24,0.197,0.41,0.4627,5,11,16,Hari Libur,2011,Spring,Baik
1137,2011-02-20,1,0,2,2.0,0,0,0,1,0.24,0.197,0.41,0.5522,0,17,17,Hari Libur,2011,Spring,Baik
1138,2011-02-20,1,0,2,3.0,0,0,0,1,0.22,0.1818,0.44,0.5522,9,9,18,Hari Libur,2011,Spring,Baik
1139,2011-02-20,1,0,2,4.0,0,0,0,1,0.22,0.1818,0.44,0.5522,0,1,1,Hari Libur,2011,Spring,Baik
1140,2011-02-20,1,0,2,6.0,0,0,0,1,0.2,0.1818,0.47,0.2985,1,1,2,Hari Libur,2011,Spring,Baik
1141,2011-02-20,1,0,2,7.0,0,0,0,1,0.18,0.1667,0.51,0.2537,0,2,2,Hari Libur,2011,Spring,Baik
1142,2011-02-20,1,0,2,8.0,0,0,0,1,0.2,0.2273,0.51,0.1045,2,22,24,Hari Libur,2011,Spring,Baik
1143,2011-02-20,1,0,2,9.0,0,0,0,1,0.22,0.2121,0.47,0.2836,7,48,55,Hari Libur,2011,Spring,Baik
1144,2011-02-20,1,0,2,10.0,0,0,0,2,0.26,0.2576,0.41,0.194,34,70,104,Hari Libur,2011,Spring,Sedang
1145,2011-02-20,1,0,2,11.0,0,0,0,2,0.3,0.303,0.33,0.1642,72,89,161,Hari Libur,2011,Spring,Sedang
1146,2011-02-20,1,0,2,12.0,0,0,0,1,0.3,0.3182,0.33,0.1045,62,120,182,Hari Libur,2011,Spring,Baik
1147,2011-02-20,1,0,2,13.0,0,0,0,1,0.34,0.3333,0.29,0.0,76,122,198,Hari Libur,2011,Spring,Baik
1148,2011-02-20,1,0,2,14.0,0,0,0,1,0.36,0.3485,0.27,0.1642,108,104,212,Hari Libur,2011,Spring,Baik
1149,2011-02-20,1,0,2,15.0,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168,Hari Libur,2011,Spring,Baik
1150,2011-02-20,1,0,2,16.0,0,0,0,1,0.36,0.3636,0.29,0.0896,59,88,147,Hari Libur,2011,Spring,Baik
1151,2011-02-20,1,0,2,17.0,0,0,0,1,0.34,0.3485,0.33,0.1642,60,86,146,Hari Libur,2011,Spring,Baik
1152,2011-02-20,1,0,2,18.0,0,0,0,2,0.34,0.3333,0.36,0.1343,30,71,101,Hari Libur,2011,Spring,Sedang
1153,2011-02-20,1,0,2,19.0,0,0,0,2,0.34,0.3333,0.36,0.1343,3,39,42,Hari Libur,2011,Spring,Sedang
1154,2011-02-20,1,0,2,20.0,0,0,0,2,0.34,0.3636,0.42,0.0,12,30,42,Hari Libur,2011,Spring,Sedang
1155,2011-02-20,1,0,2,21.0,0,0,0,2,0.32,0.3485,0.53,0.0,17,39,56,Hari Libur,2011,Spring,Sedang
1156,2011-02-20,1,0,2,22.0,0,0,0,2,0.32,0.303,0.57,0.2239,4,43,47,Hari Libur,2011,Spring,Sedang
1157,2011-02-20,1,0,2,23.0,0,0,0,2,0.3,0.303,0.61,0.1642,9,45,54,Hari Libur,2011,Spring,Sedang
1158,2011-02-21,1,0,2,0.0,1,1,0,2,0.34,0.303,0.42,0.3284,7,30,37,Hari Libur,2011,Spring,Sedang
1159,2011-02-21,1,0,2,1.0,1,1,0,2,0.34,0.303,0.42,0.3284,2,11,13,Hari Libur,2011,Spring,Sedang
1160,2011-02-21,1,0,2,2.0,1,1,0,2,0.34,0.303,0.42,0.3284,1,3,4,Hari Libur,2011,Spring,Sedang
1161,2011-02-21,1,0,2,3.0,1,1,0,2,0.34,0.303,0.42,0.2985,2,3,5,Hari Libur,2011,Spring,Sedang
1162,2011-02-21,1,0,2,4.0,1,1,0,1,0.32,0.3182,0.45,0.1642,1,0,1,Hari Libur,2011,Spring,Baik
1163,2011-02-21,1,0,2,5.0,1,1,0,2,0.34,0.3636,0.36,0.0,1,2,3,Hari Libur,2011,Spring,Sedang
1164,2011-02-21,1,0,2,6.0,1,1,0,2,0.42,0.4242,0.26,0.2985,2,6,8,Hari Libur,2011,Spring,Sedang
1165,2011-02-21,1,0,2,7.0,1,1,0,2,0.42,0.4242,0.26,0.2836,3,16,19,Hari Libur,2011,Spring,Sedang
1166,2011-02-21,1,0,2,8.0,1,1,0,2,0.32,0.303,0.57,0.2985,7,56,63,Hari Libur,2011,Spring,Sedang
1167,2011-02-21,1,0,2,9.0,1,1,0,2,0.32,0.303,0.57,0.2836,11,46,57,Hari Libur,2011,Spring,Sedang
1168,2011-02-21,1,0,2,10.0,1,1,0,2,0.32,0.303,0.57,0.2537,29,52,81,Hari Libur,2011,Spring,Sedang
1169,2011-02-21,1,0,2,11.0,1,1,0,2,0.32,0.3333,0.57,0.1045,20,70,90,Hari Libur,2011,Spring,Sedang
1170,2011-02-21,1,0,2,12.0,1,1,0,2,0.32,0.3182,0.66,0.194,26,67,93,Hari Libur,2011,Spring,Sedang
1171,2011-02-21,1,0,2,13.0,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103,Hari Libur,2011,Spring,Sedikit Buruk
1172,2011-02-21,1,0,2,14.0,1,1,0,2,0.32,0.303,0.76,0.2537,15,101,116,Hari Libur,2011,Spring,Sedang
1173,2011-02-21,1,0,2,15.0,1,1,0,2,0.3,0.2727,0.7,0.4478,11,76,87,Hari Libur,2011,Spring,Sedang
1174,2011-02-21,1,0,2,16.0,1,1,0,3,0.28,0.2424,0.75,0.4179,8,48,56,Hari Libur,2011,Spring,Sedikit Buruk
1175,2011-02-21,1,0,2,17.0,1,1,0,2,0.28,0.2576,0.75,0.3881,18,62,80,Hari Libur,2011,Spring,Sedang
1176,2011-02-21,1,0,2,18.0,1,1,0,2,0.24,0.2121,0.87,0.3582,2,64,66,Hari Libur,2011,Spring,Sedang
1177,2011-02-21,1,0,2,19.0,1,1,0,2,0.24,0.2121,0.87,0.3582,0,49,49,Hari Libur,2011,Spring,Sedang
1178,2011-02-21,1,0,2,20.0,1,1,0,3,0.24,0.2121,0.81,0.3881,0,29,29,Hari Libur,2011,Spring,Sedikit Buruk
1179,2011-02-21,1,0,2,21.0,1,1,0,3,0.22,0.197,0.75,0.4478,1,33,34,Hari Libur,2011,Spring,Sedikit Buruk
1180,2011-02-21,1,0,2,22.0,1,1,0,3,0.2,0.1667,0.75,0.4179,0,11,11,Hari Libur,2011,Spring,Sedikit Buruk
1181,2011-02-21,1,0,2,23.0,1,1,0,3,0.2,0.1667,0.75,0.4179,0,2,2,Hari Libur,2011,Spring,Sedikit Buruk
1182,2011-02-22,1,0,2,6.0,0,2,1,2,0.12,0.1212,0.8,0.2836,0,7,7,Hari Kerja,2011,Spring,Sedang
1183,2011-02-22,1,0,2,7.0,0,2,1,2,0.12,0.1212,0.8,0.2836,0,40,40,Hari Kerja,2011,Spring,Sedang
1184,2011-02-22,1,0,2,8.0,0,2,1,2,0.12,0.1212,0.8,0.2537,7,107,114,Hari Kerja,2011,Spring,Sedang
1185,2011-02-22,1,0,2,9.0,0,2,1,2,0.14,0.1212,0.74,0.2537,5,101,106,Hari Kerja,2011,Spring,Sedang
1186,2011-02-22,1,0,2,10.0,0,2,1,1,0.16,0.1818,0.69,0.0,0,44,44,Hari Kerja,2011,Spring,Baik
1187,2011-02-22,1,0,2,11.0,0,2,1,1,0.16,0.2273,0.64,0.0,7,43,50,Hari Kerja,2011,Spring,Baik
1188,2011-02-22,1,0,2,12.0,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,55,Hari Kerja,2011,Spring,Baik
1189,2011-02-22,1,0,2,13.0,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55,Hari Kerja,2011,Spring,Baik
1190,2011-02-22,1,0,2,14.0,0,2,1,1,0.22,0.2273,0.55,0.194,9,49,58,Hari Kerja,2011,Spring,Baik
1191,2011-02-22,1,0,2,15.0,0,2,1,1,0.24,0.2273,0.48,0.194,2,67,69,Hari Kerja,2011,Spring,Baik
